text,true_label,predicted_label
"bengazi, economy, his fix for the health care issues, wefare reduction, the stoppage of $aid to countries that hate the usa, sending illegals thru proper channels for citizenship!",1,1
my sen. mcconnell should hold the line and force passage to make obama show where he really stands and not let him rule like a king.,1,1
"no cloture on the resolution though, right?",1,0
"i am not trying to be harsh, but i have lost any faith that you guys will stand up against this lawless administration.",1,0
you go sir!,1,1
"so, how do you plan to balance it?",1,0
"on monday march 11, 2013, congress is beginning impeachment proceedings against barack obama.",1,0
"first... lindsey you already lost the primary, second... you will not be picked for vp.",1,1
all i can say is that marsha blackburn is a person who lacks compassion and empathy.,1,1
"it's time to replace everyone in washington dc, don't vote for any incumbents!!!",1,1
"i have to agree with rand on this if we old have opened trade relations with them 30 years ago, they wouldn't have a dictatorship today.",1,1
we are from ky,1,0
"wish you were president, tim!",1,0
- fails to secure american borders permitting terrorists to enter the country and criminals!,1,1
"my pay has gone down, cost of living has gone up and taxes have gone up and will continue to go up w obamacare.",1,0
"rand paul, marco rubio & ted cruz are the new faces of the republican party, please start representing us!",1,1
got get rid of guys like mitch mcconnell and speaker john banierd.,1,1
on this day in 1836 texas declared it's independence from mexico... as an independent republic!,1,0
"and may god bless you too, senator scott.",1,0
"also, a button on the second site has a way to send a message to obama at the white house.",1,0
repeal the individual mandate!!,1,1
.we don't want to replace it... just make it go away and let freedom ring!,1,1
"sir, you have been awfully quiet about the issues since your arrival in dc.",1,0
"so johnny, are you a cheap political hack, or a quack ""doctor""?",1,1
"get with the program, mr. mcclintock.",1,1
thanks ben i think you are a voice that needs to be heard and is a voice for reason.,1,0
impeach that man if you can call him a man!,1,1
why else can govs and presidents override prisoners on death row.,1,1
"and i wondered if butt kissing harry ""the heinrich himmler"" nazi gestapo traitor reid was worth selling out this nation.. signed.. a mom against obama in california cloture vote.. """,1,1
appology to sen ted cruse.,1,0
you do not represent me or the great citizens of south carolina.,1,1
"the people who are left behind but then accept jesus, as lord will not be like us.",1,0
lots of < 3 trey gowdy!,1,1
if he doesn't then the house should issue articles of impeachment!,1,1
"and may god bless you, also.",1,0
what is so bad in obamacare that harry has to protect the president from?,1,1
i agree with you senator paul.,1,1
"i can't understand how some republican people (or attached to conservative values) did not vote at all, giving a decisive advantage to obama... rather any republican (even libertarian) than a democrat",1,0
"obamacare, obama, our f-16's to egypt, abrams tanks to egypt, 16.4 trillion dollars in debt, he can not prove he was born in america, fast and furious, this man is not one of us, impeach him for treason not tomorrow but 3.5 years ago!",1,1
and god bless you john mic cain,1,1
liberty i think it may be a different vote than that.,1,0
"if we are being forced to enroll so should all those exempted by reid, pelosi, obama and the others!!",1,1
obama can save us... he just needs unlimited authority.,1,0
"ok, so im totally confused... why did you vote yes on the omnibus with out taking out funding for executive amnesty.",1,0
please change your position and vote no on devos,1,1
no -- defund it now!,1,1
we in the bamanation are standing tall and praying for a health speedy recovery.,1,0
why should boehner be the one to pick his successor?,1,1
mr yoho have you work on geting rid of cuban embargo thais worthess think of the cuban people the hunger they suffer every day,1,1
and that was just the beginning of his run away deficit spending spree.,1,1
"no longer a fan after you endorsed pro-amnesty / open borders, constitution trashing marco rubio.",1,1
so tell them all to quit talking and balance!,1,1
praying everyday for you!,1,0
"i hope you'll encourage your colleagues, including florida senator marco rubio, to co-sponsor this legislation and get it to the floor.",1,0
"not getting my vote, turncoat, embarrassment to south carolina.",1,1
its a bad bill like obama care.,1,0
"the president does not play by the rules, he lies and does what he wants.",1,1
rep. huizenga = please understand what the people really want.... a balanced budget.,1,1
this has been a complete failure of mitch mcconnell.,1,1
"keep buying the votes obama, it's your only chance.",1,1
you have no courage of conviction.,1,1
